"concept_name","source_concept_id","source_vocabulary_id","source_domain_id","source_concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason","target_concept_id","relationship_id","reverse_relationship_id","relationship_valid_start_date","relationship_end_date","invalid_reason_cr"
"fluticasone Metered Dose Nasal Spray [Flonase]","2000010113","mimiciv_drug_ndc","Drug","Prescription Drug",,"Flonase    ","1970-01-01","2099-12-31",,"36250166","Maps to","Mapped from","1970-01-01","2099-12-31",
"darifenacin 7.5 MG","2000010114","mimiciv_drug_ndc","Drug","Prescription Drug",,"Darifenacin 7.5 mg","1970-01-01","2099-12-31",,"916233","Maps to","Mapped from","1970-01-01","2099-12-31",
"Betamethasone","2000010115","mimiciv_drug_ndc","Drug","Prescription Drug",,"Betamethasone Sodium Phos/Acet 12mg/2ml Syringe","1970-01-01","2099-12-31",,"920458","Maps to","Mapped from","1970-01-01","2099-12-31",
"rivastigmine 0.396 MG/HR [Exelon]","2000010116","mimiciv_drug_ndc","Drug","Prescription Drug",,"Exelon 9.5 mg/24 hours","1970-01-01","2099-12-31",,"19127050","Maps to","Mapped from","1970-01-01","2099-12-31",
"Saccharomyces boulardii","2000010117","mimiciv_drug_ndc","Drug","Prescription Drug",,"Saccharomyces BOULARDII 1 Capsule","1970-01-01","2099-12-31",,"991855","Maps to","Mapped from","1970-01-01","2099-12-31",
"Alprazolam 0.5 MG Oral Tablet","2000010118","mimiciv_drug_ndc","Drug","Prescription Drug",,"Alprazolam 0.5mg Tablet","1970-01-01","2099-12-31",,"19072934","Maps to","Mapped from","1970-01-01","2099-12-31",
"ramelteon Oral Tablet [Rozerem]","2000010119","mimiciv_drug_ndc","Drug","Prescription Drug",,"RozEREM (ramelteon) tablets","1970-01-01","2099-12-31",,"40130130","Maps to","Mapped from","1970-01-01","2099-12-31",
"Thalidomide 200 MG","2000010120","mimiciv_drug_ndc","Drug","Prescription Drug",,"Thalidomide 200 MG","1970-01-01","2099-12-31",,"19099817","Maps to","Mapped from","1970-01-01","2099-12-31",
"Acetaminophen Injection","2000010121","mimiciv_drug_ndc","Drug","Prescription Drug",,"Acetaminophen (Liquid) ","1970-01-01","2099-12-31",,"40220874","Maps to","Mapped from","1970-01-01","2099-12-31",
"isopropyl unoprostone 1.5 MG/ML","2000010122","mimiciv_drug_ndc","Drug","Prescription Drug",,"Unoprostone Isopropyl 0.15%","1970-01-01","2099-12-31",,"19085137","Maps to","Mapped from","1970-01-01","2099-12-31",
"Citric Acid 66.8 MG/ML / sodium citrate 100 MG/ML Oral Solution","2000010123","mimiciv_drug_ndc","Drug","Prescription Drug",,"sodium citrate-citric acid 500 mg-334 mg/5 mL Oral Soln","1970-01-01","2099-12-31",,"19114106","Maps to","Mapped from","1970-01-01","2099-12-31",
"brimonidine","2000010124","mimiciv_drug_ndc","Drug","Prescription Drug",,"Brimonidine 0.2% solution","1970-01-01","2099-12-31",,"915542","Maps to","Mapped from","1970-01-01","2099-12-31",
"prednisolone","2000010125","mimiciv_drug_ndc","Drug","Prescription Drug",,"Prednisolone Acetate 0.12 % Eye Drops, Susp","1970-01-01","2099-12-31",,"1550557","Maps to","Mapped from","1970-01-01","2099-12-31",
"Fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler","2000010126","mimiciv_drug_ndc","Drug","Prescription Drug",,"fluticasone 110 mcg/Actuation Aerosol Inhaler","1970-01-01","2099-12-31",,"42903220","Maps to","Mapped from","1970-01-01","2099-12-31",
"montelukast 10 MG [Singulair]","2000010127","mimiciv_drug_ndc","Drug","Prescription Drug",,"Singulair 10 mg","1970-01-01","2099-12-31",,"19117210","Maps to","Mapped from","1970-01-01","2099-12-31",
"travoprost 0.04 MG/ML Ophthalmic Solution [Travatan]","2000010128","mimiciv_drug_ndc","Drug","Prescription Drug",,"TRAVATAN Z 0.004 % Eye Drops","1970-01-01","2099-12-31",,"19071741","Maps to","Mapped from","1970-01-01","2099-12-31",
"telbivudine 600 MG","2000010129","mimiciv_drug_ndc","Drug","Prescription Drug",,"Telbivudine 600 mg","1970-01-01","2099-12-31",,"19125088","Maps to","Mapped from","1970-01-01","2099-12-31",
"fulvestrant 50 MG/ML [Faslodex]","2000010130","mimiciv_drug_ndc","Drug","Prescription Drug",,"Faslodex 250 mg","1970-01-01","2099-12-31",,"19048441","Maps to","Mapped from","1970-01-01","2099-12-31",
"gabapentin 400 MG [Neurontin]","2000010131","mimiciv_drug_ndc","Drug","Prescription Drug",,"Neurontin 400 mg","1970-01-01","2099-12-31",,"19038877","Maps to","Mapped from","1970-01-01","2099-12-31",
"Morphine","2000010132","mimiciv_drug_ndc","Drug","Prescription Drug",,"Morphine ","1970-01-01","2099-12-31",,"1110410","Maps to","Mapped from","1970-01-01","2099-12-31",
"eletriptan 40 MG [Relpax]","2000010133","mimiciv_drug_ndc","Drug","Prescription Drug",,"Relpax 40mg","1970-01-01","2099-12-31",,"19121123","Maps to","Mapped from","1970-01-01","2099-12-31",
"Sodium","2000010134","mimiciv_drug_ndc","Drug","Prescription Drug",,"Sodium Chloride 23.4%;30ML V","1970-01-01","2099-12-31",,"19136048","Maps to","Mapped from","1970-01-01","2099-12-31",
"Chlordiazepoxide Hydrochloride 5 MG / Clidinium bromide 2.5 MG [Librax]","2000010135","mimiciv_drug_ndc","Drug","Prescription Drug",,"Librax 2.5/5 mg","1970-01-01","2099-12-31",,"40168637","Maps to","Mapped from","1970-01-01","2099-12-31",
"Phenylephrine 10 MG/ML","2000010136","mimiciv_drug_ndc","Drug","Prescription Drug",,"Phenylephrine HCl 50MG/5ML VIAL","1970-01-01","2099-12-31",,"1136802","Maps to","Mapped from","1970-01-01","2099-12-31",
"adefovir dipivoxil 10 MG","2000010137","mimiciv_drug_ndc","Drug","Prescription Drug",,"Adefovir Dipivoxil 10 mg","1970-01-01","2099-12-31",,"40168219","Maps to","Mapped from","1970-01-01","2099-12-31",
"Warfarin Sodium 10 MG","2000010138","mimiciv_drug_ndc","Drug","Prescription Drug",,"warfarin 10 mg","1970-01-01","2099-12-31",,"40163517","Maps to","Mapped from","1970-01-01","2099-12-31",
"Glycerin","2000010139","mimiciv_drug_ndc","Drug","Prescription Drug",,"Glycerin (Laxative) gm/ml","1970-01-01","2099-12-31",,"961145","Maps to","Mapped from","1970-01-01","2099-12-31",
"sunitinib 50 MG Oral Capsule","2000010140","mimiciv_drug_ndc","Drug","Prescription Drug",,"sunitinib 50 mg Cap","1970-01-01","2099-12-31",,"1336627","Maps to","Mapped from","1970-01-01","2099-12-31",
"Olmesartan medoxomil 40 MG Oral Tablet","2000010141","mimiciv_drug_ndc","Drug","Prescription Drug",,"Olmesartan 40 mg Tab","1970-01-01","2099-12-31",,"19096752","Maps to","Mapped from","1970-01-01","2099-12-31",
"Levetiracetam 250 MG [Keppra]","2000010142","mimiciv_drug_ndc","Drug","Prescription Drug",,"Keppra 250 mg","1970-01-01","2099-12-31",,"19099448","Maps to","Mapped from","1970-01-01","2099-12-31",
"Escitalopram 10 MG","2000010143","mimiciv_drug_ndc","Drug","Prescription Drug",,"escitalopram 10mg","1970-01-01","2099-12-31",,"19098080","Maps to","Mapped from","1970-01-01","2099-12-31",
"cyclosporine, modified 25 MG Oral Capsule [Gengraf]","2000010144","mimiciv_drug_ndc","Drug","Prescription Drug",,"Gengraf 25mg capsule (modified)","1970-01-01","2099-12-31",,"19010560","Maps to","Mapped from","1970-01-01","2099-12-31",
"adalimumab 50 MG/ML [Humira]","2000010145","mimiciv_drug_ndc","Drug","Prescription Drug",,"Humira 40 mg/0.8mL","1970-01-01","2099-12-31",,"19121015","Maps to","Mapped from","1970-01-01","2099-12-31",
"sunitinib 50 MG Oral Capsule [Sutent]","2000010146","mimiciv_drug_ndc","Drug","Prescription Drug",,"Sutent 50 mg Cap","1970-01-01","2099-12-31",,"1336628","Maps to","Mapped from","1970-01-01","2099-12-31",
"difluprednate 0.5 MG/ML [Durezol]","2000010147","mimiciv_drug_ndc","Drug","Prescription Drug",,"Durezol 0.05% drops 1 drop","1970-01-01","2099-12-31",,"19131677","Maps to","Mapped from","1970-01-01","2099-12-31",
"plasma protein fraction 50 MG/ML [Plasmanate]","2000010148","mimiciv_drug_ndc","Drug","Prescription Drug",,"Plasmanate 5 % IV","1970-01-01","2099-12-31",,"19118645","Maps to","Mapped from","1970-01-01","2099-12-31",
"risedronate sodium 5 MG [Actonel]","2000010149","mimiciv_drug_ndc","Drug","Prescription Drug",,"Actonel 5 mg","1970-01-01","2099-12-31",,"40174500","Maps to","Mapped from","1970-01-01","2099-12-31",
"Timolol 5 MG/ML Ophthalmic Solution","2000010150","mimiciv_drug_ndc","Drug","Prescription Drug",,"Timolol Maleate 0.5% XE 0.5% XE opth soln","1970-01-01","2099-12-31",,"1594709","Maps to","Mapped from","1970-01-01","2099-12-31",
"Methylphenidate Hydrochloride 27 MG [Concerta]","2000010151","mimiciv_drug_ndc","Drug","Prescription Drug",,"CONCERTA 27 mg","1970-01-01","2099-12-31",,"40236461","Maps to","Mapped from","1970-01-01","2099-12-31",
"coenzyme Q10 10 MG","2000010152","mimiciv_drug_ndc","Drug","Prescription Drug",,"Coenzyme Q10 10mg cap","1970-01-01","2099-12-31",,"1351189","Maps to","Mapped from","1970-01-01","2099-12-31",
"Omeprazole 20 MG / Sodium Bicarbonate 1100 MG [Zegerid Reformulated Aug 2006]","2000010153","mimiciv_drug_ndc","Drug","Prescription Drug",,"Zegerid OTC 20 mg-1.1 gram Cap","1970-01-01","2099-12-31",,"19091798","Maps to","Mapped from","1970-01-01","2099-12-31",
"Ethinyl Estradiol 0.03 MG / Norgestrel 0.3 MG [Cryselle]","2000010154","mimiciv_drug_ndc","Drug","Prescription Drug",,"Cryselle (28) 0.3-30 mg-mcg","1970-01-01","2099-12-31",,"19121080","Maps to","Mapped from","1970-01-01","2099-12-31",
"mesalamine","2000010155","mimiciv_drug_ndc","Drug","Prescription Drug",,"Mesalamine Desensitization 100 mg / 100 mL","1970-01-01","2099-12-31",,"968426","Maps to","Mapped from","1970-01-01","2099-12-31",
"Estrogens, Esterified (USP) 0.625 MG [Menest]","2000010156","mimiciv_drug_ndc","Drug","Prescription Drug",,"Menest (esterified estrogens) 0.625mg ","1970-01-01","2099-12-31",,"19072944","Maps to","Mapped from","1970-01-01","2099-12-31",
"mesalamine","2000010157","mimiciv_drug_ndc","Drug","Prescription Drug",,"Mesalamine Desensitization 1 mg / 10 mL","1970-01-01","2099-12-31",,"968426","Maps to","Mapped from","1970-01-01","2099-12-31",
"Sodium Chloride Prefilled Syringe","2000010158","mimiciv_drug_ndc","Drug","Prescription Drug",,"Sodium Chloride 0.9%  Flush Syringe","1970-01-01","2099-12-31",,"40141424","Maps to","Mapped from","1970-01-01","2099-12-31",
"Alprazolam 0.5 MG Oral Tablet [Xanax]","2000010159","mimiciv_drug_ndc","Drug","Prescription Drug",,"Xanax 0.5mg Tablet","1970-01-01","2099-12-31",,"781041","Maps to","Mapped from","1970-01-01","2099-12-31",
"Water","2000010160","mimiciv_drug_ndc","Drug","Prescription Drug",,"Water water","1970-01-01","2099-12-31",,"19010309","Maps to","Mapped from","1970-01-01","2099-12-31",
"Folic Acid / Vitamin B 12 / Vitamin B6 Oral Tablet [Folgard]","2000010161","mimiciv_drug_ndc","Drug","Prescription Drug",,"Folgard 1","1970-01-01","2099-12-31",,"40238314","Maps to","Mapped from","1970-01-01","2099-12-31",
"heparin","2000010162","mimiciv_drug_ndc","Drug","Prescription Drug",,"HEPARIN ","1970-01-01","2099-12-31",,"1367571","Maps to","Mapped from","1970-01-01","2099-12-31",
"Fentanyl 0.8 MG/ACTUAT","2000010163","mimiciv_drug_ndc","Drug","Prescription Drug",,"Fentanyl Citrate 800 mcg","1970-01-01","2099-12-31",,"42705596","Maps to","Mapped from","1970-01-01","2099-12-31",
"Lovastatin 20 MG / Niacin 500 MG [Advicor]","2000010164","mimiciv_drug_ndc","Drug","Prescription Drug",,"Advicor 500-20","1970-01-01","2099-12-31",,"19027244","Maps to","Mapped from","1970-01-01","2099-12-31",
"TOCOPHERYL ACID SUCCINATE,D-ALPHA 400 UNT","2000010165","mimiciv_drug_ndc","Drug","Prescription Drug",,"Tocopheryl 400","1970-01-01","2099-12-31",,"19014252","Maps to","Mapped from","1970-01-01","2099-12-31",
"mesalamine 375 MG Extended Release Oral Capsule [Apriso]","2000010166","mimiciv_drug_ndc","Drug","Prescription Drug",,"Apriso 0.375 gram 24 hr Cap","1970-01-01","2099-12-31",,"19134964","Maps to","Mapped from","1970-01-01","2099-12-31",
"Folic Acid / Vitamin B 12 / Vitamin B6 Oral Tablet [Folplex]","2000010167","mimiciv_drug_ndc","Drug","Prescription Drug",,"Folplex 2.2 2.2","1970-01-01","2099-12-31",,"40135920","Maps to","Mapped from","1970-01-01","2099-12-31",
"Loratadine 10 MG [Claritin]","2000010168","mimiciv_drug_ndc","Drug","Prescription Drug",,"Claritin 10 mg","1970-01-01","2099-12-31",,"19047283","Maps to","Mapped from","1970-01-01","2099-12-31",
"Ketamine","2000010169","mimiciv_drug_ndc","Drug","Prescription Drug",,"Ketamine Study Drug (*IND*) Study Drug","1970-01-01","2099-12-31",,"785649","Maps to","Mapped from","1970-01-01","2099-12-31",
"Estrogens, Conjugated (USP) 1.25 MG","2000010170","mimiciv_drug_ndc","Drug","Prescription Drug",,"Conjugated Estrogens 1.25 mg Tab","1970-01-01","2099-12-31",,"1549184","Maps to","Mapped from","1970-01-01","2099-12-31",
"Protamine Sulfate (USP)","2000010171","mimiciv_drug_ndc","Drug","Prescription Drug",,"Protamine Sulfate ","1970-01-01","2099-12-31",,"19054242","Maps to","Mapped from","1970-01-01","2099-12-31",
"lapatinib 250 MG [Tykerb]","2000010172","mimiciv_drug_ndc","Drug","Prescription Drug",,"Tykerb 250 mg","1970-01-01","2099-12-31",,"19125317","Maps to","Mapped from","1970-01-01","2099-12-31",
"Budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT [Symbicort]","2000010173","mimiciv_drug_ndc","Drug","Prescription Drug",,"Symbicort 160","1970-01-01","2099-12-31",,"42706348","Maps to","Mapped from","1970-01-01","2099-12-31",
"Fluticasone propionate 0.22 MG/ACTUAT Metered Dose Inhaler [Flovent]","2000010174","mimiciv_drug_ndc","Drug","Prescription Drug",,"Flovent HFA 220 mcg/Actuation Aerosol Inhaler","1970-01-01","2099-12-31",,"42902500","Maps to","Mapped from","1970-01-01","2099-12-31",
"Beclomethasone Dipropionate 0.042 MG/ACTUAT","2000010175","mimiciv_drug_ndc","Drug","Prescription Drug",,"Beclomethasone Dipro. AQ (Nasal) 42mcg","1970-01-01","2099-12-31",,"40173730","Maps to","Mapped from","1970-01-01","2099-12-31",
"Lactobacillus acidophilus Oral Capsule","2000010176","mimiciv_drug_ndc","Drug","Prescription Drug",,"Lactobacillus Acidophilus capsule","1970-01-01","2099-12-31",,"40050771","Maps to","Mapped from","1970-01-01","2099-12-31",
"insulin detemir 100 UNT/ML","2000010177","mimiciv_drug_ndc","Drug","Prescription Drug",,"Insulin Detemir 100units/mL","1970-01-01","2099-12-31",,"19112694","Maps to","Mapped from","1970-01-01","2099-12-31",
"Zanamivir","2000010178","mimiciv_drug_ndc","Drug","Prescription Drug",,"Zanamivir (*IND*) 10 mg / mL - 20 mL Vial","1970-01-01","2099-12-31",,"1708748","Maps to","Mapped from","1970-01-01","2099-12-31",
"rasagiline 1 MG Oral Tablet [Azilect]","2000010179","mimiciv_drug_ndc","Drug","Prescription Drug",,"Azilect 1mg tablet","1970-01-01","2099-12-31",,"715735","Maps to","Mapped from","1970-01-01","2099-12-31",
"Insulin, Aspart, Human Cartridge [NovoLog]","2000010180","mimiciv_drug_ndc","Drug","Prescription Drug",,"Novolog 16 units","1970-01-01","2099-12-31",,"46234042","Maps to","Mapped from","1970-01-01","2099-12-31",
"Epoetin Alfa 20000 UNT/ML","2000010181","mimiciv_drug_ndc","Drug","Prescription Drug",,"Epoetin Alfa 20,000 UNIT VIAL","1970-01-01","2099-12-31",,"19081203","Maps to","Mapped from","1970-01-01","2099-12-31",
"Amylases / Endopeptidases / Lipase Oral Capsule [Creon]","2000010182","mimiciv_drug_ndc","Drug","Prescription Drug",,"Creon 20 3 CAPS","1970-01-01","2099-12-31",,"40166157","Maps to","Mapped from","1970-01-01","2099-12-31",
"Timolol 5 MG/ML Ophthalmic Solution [Istalol]","2000010183","mimiciv_drug_ndc","Drug","Prescription Drug",,"Istalol 0.5 % Eye Drops","1970-01-01","2099-12-31",,"902519","Maps to","Mapped from","1970-01-01","2099-12-31",
"Regular Insulin, Human 100 UNT/ML [Humulin R]","2000010184","mimiciv_drug_ndc","Drug","Prescription Drug",,"humulin R 1 unit/mL","1970-01-01","2099-12-31",,"19062458","Maps to","Mapped from","1970-01-01","2099-12-31",
"pantoprazole","2000010185","mimiciv_drug_ndc","Drug","Prescription Drug",,"Pantoprazole Dummy Pkg for POE pump and PHA SS ordering","1970-01-01","2099-12-31",,"948078","Maps to","Mapped from","1970-01-01","2099-12-31",
"Alfuzosin hydrochloride 2.5 MG Oral Tablet [UroXatral]","2000010186","mimiciv_drug_ndc","Drug","Prescription Drug",,"Uroxatral 10 mg 24 hr Tab","1970-01-01","2099-12-31",,"40235407","Maps to","Mapped from","1970-01-01","2099-12-31",
"Budesonide 0.125 MG/ML [Pulmicort]","2000010187","mimiciv_drug_ndc","Drug","Prescription Drug",,"budesonide 0.25 mg/2 mL Neb Suspension","1970-01-01","2099-12-31",,"19038790","Maps to","Mapped from","1970-01-01","2099-12-31",
"zileuton 600 MG Oral Tablet [Zyflo]","2000010188","mimiciv_drug_ndc","Drug","Prescription Drug",,"Zyflo CR 600 mg Tablet","1970-01-01","2099-12-31",,"1147880","Maps to","Mapped from","1970-01-01","2099-12-31",
"Ketorolac","2000010189","mimiciv_drug_ndc","Drug","Prescription Drug",,"Ketorolac 0.4 % Eye Drops","1970-01-01","2099-12-31",,"1136980","Maps to","Mapped from","1970-01-01","2099-12-31",
"Felodipine 5 MG","2000010190","mimiciv_drug_ndc","Drug","Prescription Drug",,"Felodipine 5mg","1970-01-01","2099-12-31",,"1353817","Maps to","Mapped from","1970-01-01","2099-12-31",
"Sodium Chloride Prefilled Syringe","2000010191","mimiciv_drug_ndc","Drug","Prescription Drug",,"Sodium Chloride 0.45% Flush 3 mL Syringe","1970-01-01","2099-12-31",,"40141424","Maps to","Mapped from","1970-01-01","2099-12-31",
"{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Junel Fe 1/20 28 Day]","2000010192","mimiciv_drug_ndc","Drug","Prescription Drug",,"Junel FE 1/20 (28) 1-20 mg-mcg ","1970-01-01","2099-12-31",,"42902170","Maps to","Mapped from","1970-01-01","2099-12-31",
"Propranolol Hydrochloride 60 MG [Inderal]","2000010193","mimiciv_drug_ndc","Drug","Prescription Drug",,"Inderal LA 60 mg ","1970-01-01","2099-12-31",,"40163352","Maps to","Mapped from","1970-01-01","2099-12-31",
"Metronidazole 500 MG","2000010194","mimiciv_drug_ndc","Drug","Prescription Drug",,"Metronidazole 500mg Premix Bag","1970-01-01","2099-12-31",,"1707403","Maps to","Mapped from","1970-01-01","2099-12-31",
"Acetic Acid Otic Solution","2000010195","mimiciv_drug_ndc","Drug","Prescription Drug",,"Acetic Acid Otic 2%","1970-01-01","2099-12-31",,"40004903","Maps to","Mapped from","1970-01-01","2099-12-31",
"zolmitriptan 5 MG [Zomig]","2000010196","mimiciv_drug_ndc","Drug","Prescription Drug",,"Zomig 5","1970-01-01","2099-12-31",,"19120254","Maps to","Mapped from","1970-01-01","2099-12-31",
"{2 (Levonorgestrel 0.75 MG Oral Tablet) } Pack [Plan B]","2000010197","mimiciv_drug_ndc","Drug","Prescription Drug",,"Plan B 2 tablet pack (0.75mg each)","1970-01-01","2099-12-31",,"19129473","Maps to","Mapped from","1970-01-01","2099-12-31",
"Molindone Hydrochloride 10 MG","2000010198","mimiciv_drug_ndc","Drug","Prescription Drug",,"Molindone 10 mg","1970-01-01","2099-12-31",,"42801018","Maps to","Mapped from","1970-01-01","2099-12-31",
"Phenylephrine","2000010199","mimiciv_drug_ndc","Drug","Prescription Drug",,"Phenylephrine HCl 100mcg/ml","1970-01-01","2099-12-31",,"1135766","Maps to","Mapped from","1970-01-01","2099-12-31",
"varenicline 1 MG Oral Tablet [Chantix]","2000010200","mimiciv_drug_ndc","Drug","Prescription Drug",,"Chantix 1 mg Tab","1970-01-01","2099-12-31",,"19124311","Maps to","Mapped from","1970-01-01","2099-12-31",
"thyroid (USP) 8 MG","2000010201","mimiciv_drug_ndc","Drug","Prescription Drug",,"thyroid 8","1970-01-01","2099-12-31",,"1501576","Maps to","Mapped from","1970-01-01","2099-12-31",
"sildenafil 20 MG Oral Tablet [Revatio]","2000010202","mimiciv_drug_ndc","Drug","Prescription Drug",,"Revatio 20 mg tablet","1970-01-01","2099-12-31",,"1316304","Maps to","Mapped from","1970-01-01","2099-12-31",
"Hydrocortisone","2000010203","mimiciv_drug_ndc","Drug","Prescription Drug",,"Hydrocortisone Na Succ. 100mg/2mL Vial","1970-01-01","2099-12-31",,"975125","Maps to","Mapped from","1970-01-01","2099-12-31",
"efavirenz / emtricitabine / tenofovir disoproxil Oral Tablet [Atripla]","2000010204","mimiciv_drug_ndc","Drug","Prescription Drug",,"ATRIPLA 1 tab","1970-01-01","2099-12-31",,"40134708","Maps to","Mapped from","1970-01-01","2099-12-31",
"Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 40 MG [Benicar HCT]","2000010205","mimiciv_drug_ndc","Drug","Prescription Drug",,"Benicar HCT 40-12.5","1970-01-01","2099-12-31",,"19135230","Maps to","Mapped from","1970-01-01","2099-12-31",
"Rosuvastatin calcium 5 MG Oral Tablet [Crestor]","2000010206","mimiciv_drug_ndc","Drug","Prescription Drug",,"Rosuvastatin (Crestor) 5mg tablet","1970-01-01","2099-12-31",,"40165262","Maps to","Mapped from","1970-01-01","2099-12-31",
"Domperidone 10 MG [Motilium]","2000010207","mimiciv_drug_ndc","Drug","Prescription Drug",,"motilium 10mg","1970-01-01","2099-12-31",,"19115975","Maps to","Mapped from","1970-01-01","2099-12-31",
"solifenacin succinate 10 MG Oral Tablet","2000010208","mimiciv_drug_ndc","Drug","Prescription Drug",,"solifenacin 10 mg Tab","1970-01-01","2099-12-31",,"916008","Maps to","Mapped from","1970-01-01","2099-12-31",
