gsn,drug_concept_id,drug_source_concept_id
084927,747568,747568
085037,1201282,1201282
085305,746621,746621
085766,42608936,42608936
085984,1465367,1465367
086534,1735424,1735424
086950,1466372,1466372
088466,1593751,1593751
088525,37354743,37354743
000064,1237052,1237052
000169,19076775,19076775
000182,19076900,19076900
000299,1309069,1309069
000306,1727223,1727223
000331,974194,974194
000381,19074673,19074673
000526,42629320,42629320
001080,40241773,40241773
001152,1155935,1155935
001193,735882,735882
001306,1305637,19134135
001361,1036884,1036884
001400,19005015,19135906
001649,724394,19129639
001967,918881,918881
001977,36249710,36249710
001993,938205,938205
002027,1344143,1344143
002113,1541079,1541079
002274,19126894,19126894
002646,911516,911516
002661,939510,939510
002747,985300,985300
002750,1738521,19056410
002820,967429,967429
002833,922212,922212
002871,19129642,19129642
003119,909165,909165
003394,40227030,40227030
003403,19090000,19026690
003406,19003593,19055304
003412,1150836,1150836
003413,1150770,1150770
003537,727865,727865
003790,19095744,19095744
003880,19029556,19029556
003943,19001345,19001345
004041,19136423,19136423
004052,1741309,19055537
004144,1301267,46274165
004329,19035533,19055685
004383,1763339,40079904
004536,19010955,19010955
004659,19018871,19018871
004810,1153928,1153928
004866,1707687,1707687
004896,19058614,19058614
004953,1181863,1181863
004971,42799685,42799685
005030,40239871,40239871
005049,1717704,1717704
005133,19019234,19019234
005170,1124300,19055759
005185,19094011,19094011
005214,19013765,19013765
005244,19018488,19055788
005479,19069048,19069048
005560,42898672,42898672
005575,40096421,40096421
005609,1377023,19056034
005674,19115053,19115053
005965,19075661,19075661
005987,952541,952541
006172,43526404,43526404
006286,1559684,19050436
006651,1594629,1594629
006794,991825,19101714
006912,19068896,19068896
006921,1347384,1347384
006940,766814,19052551
006980,19090809,19090809
007023,1747032,19056620
007145,19072028,19056703
007147,19063698,19132908
007209,19012223,19012223
007300,40138344,40138344
007334,19026476,19026476
007471,1395773,1395773
007626,976545,19052497
007838,19133366,19133366
007853,43013101,43013101
007908,43532245,43532245
007945,19095050,19095050
008039,19098725,19098725
008083,968540,968540
008129,1353048,1353048
008204,957235,957235
008269,42800240,42800240
008273,19071967,46274465
008933,19129655,19129655
008996,19073187,19073187
009115,904525,904525
009137,19075002,19075002
009190,1836953,1836953
009205,925990,925990
009215,19003645,19003645
009226,1708903,1708903
009323,19019811,19019811
009468,40182265,40182265
009493,40064912,40064912
009545,1360959,1360959
009560,1760619,1760619
009801,1776544,1776544
009940,19045272,19045272
010161,43012382,43012382
010235,1361401,42900327
010700,19102087,19102087
010775,715710,715710
010885,19086176,19086176
011179,19010927,46274258
011235,793789,793789
011323,40173337,40173337
011562,42900245,42900245
011634,19075249,19075249
011658,1150837,1150837
011795,44785150,44785150
013218,40176725,40176725
013314,19044273,19044273
013432,724857,724857
013655,1595813,1595813
014081,42903870,42903870
014142,37003167,37003167
014342,42900458,42900458
014712,42899823,42899823
015153,1367571,1367571
015268,44507676,44507676
015331,35605311,35605311
015527,19057775,19057775
015541,40231997,40231997
015799,45892531,45892531
016324,19057885,19057885
016350,1506668,1506668
016641,46275893,46275893
016988,40220748,40220748
017167,1593849,1593849
017684,35200483,35200483
017739,40170322,40170322
017775,40242460,40242460
017799,37496463,37496463
018080,40163540,40163540
018089,37496447,37496447
018219,37498010,37498010
018460,37002370,37002371
018474,37002573,37002583
018754,1537181,1537182
019050,779984,779984
019160,908944,908944
019259,1301476,1301475
019346,19023068,19023068
019687,42609424,42609424
019741,46276135,46276135
019767,1734538,1734538
020647,19050835,19050835
021610,19079742,19079742
021699,19008412,19008412
021703,966952,966952
021704,19027309,19027309
022263,40222034,40222034
023231,19075350,19075350
024061,918180,918180
024158,40164851,40164851
024814,19103983,19103983
025925,529686,529686
026489,35606006,35606006
027622,40241536,40241536
028090,1511246,1511246
029054,987250,987250
029204,1312009,1312009
030467,42799734,42799734
030599,1001000,1001000
030751,19123769,19123769
031669,40162457,40162457
034468,19022948,19022948
034749,19076707,19076707
036870,46275080,46275080
039892,35603860,35603860
040520,1553611,1553611
040817,46275427,46275427
041414,40162608,40162608
042133,43013590,43013590
042945,1525220,1525220
043246,19066702,19066702
043759,948888,948888
044668,40160997,40160997
044899,1465315,1465315
044983,40240361,40240361
045277,1585177,1585177
045349,42801276,42801276
046060,721760,721760
046077,778325,778325
046224,35604581,35604581
046292,19028826,19028826
046565,19059595,19059595
047564,712620,712620
048571,19095325,19095325
048740,988295,988295
048747,42799355,42799355
048775,718758,718758
050306,790234,790234
050493,40164606,40164606
050813,769936,769936
050842,40225803,40225803
051957,40225792,40225792
052186,40225973,40225973
052249,40169195,40169195
052763,1304771,1304771
053059,40221125,40221125
053335,40230873,40230873
053413,40226557,40226557
053698,46287419,46287419
054009,19112586,19112586
054676,40236434,40236434
057867,950738,950738
058060,19122691,19122691
058106,35605490,35605490
058169,40171438,40171438
058210,35605414,35605414
058534,46275858,46275858
058789,1351702,1351702
058880,1797189,1797189
058907,19080159,19080159
058993,19112946,19112946
059043,40243901,40243901
059310,42901900,42901900
059404,19126450,19126450
059714,19023393,19023393
059827,40223339,40223339
059858,1746121,1746121
059886,35605998,35605998
060255,19121701,19121701
060328,1336627,1336627
061385,40164809,40164809
061418,43014293,43014293
061450,19125138,19125138
061477,43012095,43012095
061613,1465915,1465915
061669,42628973,42628973
061989,40234397,40234397
062013,1594676,1594676
062014,19077606,19077606
063088,19127278,19127278
063118,37497875,37497875
063163,19127659,19127659
063589,40226378,40226378
063898,1551093,1551093
064515,19132874,19132874
064584,1594056,1594056
064676,1552059,1552059
064715,40234436,40234436
064902,40163720,40163720
064976,19135240,19135240
065108,19019042,19019042
065111,40235317,40235317
065144,40239953,40239953
065300,40168511,40168511
065344,40169222,40169222
065447,42708377,42708377
065846,19078402,19078402
065871,40179171,40179171
065953,40168940,40168940
066033,40174554,40174554
066389,43012634,43012634
066527,40241104,40241104
066677,19130382,19130382
066774,40224224,40224224
067113,40235487,40235487
067217,19102471,19102471
067220,46221787,46221787
067252,40237674,40237674
067299,46234523,46234523
067516,40239667,40239667
067605,35603143,35603143
067635,40229134,40229134
067928,40240406,40240406
068069,42708931,42708931
068149,35604437,35604437
068245,40224580,40224580
068601,42708221,42708221
068719,40165385,40165385
068988,40229498,40229498
069455,42708152,42708152
070659,43525664,43525664
070669,46275769,46275769
070781,43526061,43526061
070842,1135360,1135360
070950,43532276,43532276
071315,40237619,40237619
071538,44507486,44507486
072007,44814602,44814602
072165,44814471,44814471
072233,40243302,40243302
072296,44818188,44818188
072582,45776931,45776931
072944,35605837,35605837
073072,35604315,35604315
073430,45892917,45892917
073444,45892557,45892557
073567,46221553,46221553
073625,1718773,1718773
073885,46275886,46275886
073887,46276185,46276185
074064,19134070,19134070
074647,40161258,40161258
075406,40223569,40223569
075544,35605048,35605048
075601,35604930,35604930
075901,40175924,40175924
075966,35603870,35603870
076361,40232735,40232735
076461,40220690,40220690
076528,36249566,36249566
076634,40220472,40220472
076677,46221713,46221713
077443,1594765,1594765
077444,793951,793951
077767,1718324,1718324
077915,792903,792903
078093,792336,792336
078094,1366650,1366650
078624,35200243,35200243
078673,42629407,42629407
079310,1355710,1355710
079384,1356450,1356450
079401,1356452,1356452
079619,1510985,1510985
079664,742168,742168
079672,19129575,19129575
079789,1396753,1396753
080190,40222846,40222846
080454,37497730,37497730
080464,42901710,42901710
080597,742164,742164
080972,1146464,1146464
081142,1145710,1145710
081301,40168876,40168876
081367,37002522,37002522
081518,1146121,1146121
081587,37003629,37003629
081747,37003388,37003388
081994,747250,747250
082414,42609246,42609246
082801,702632,702632
082873,1146165,1146165
082900,702580,702580
083071,1759254,1759254
083196,780231,780231
083666,19080577,19080577
084039,1525739,1525739
084359,1301660,1301660
084685,1466514,1466514
084755,1201072,1201072
085198,37355173,37355173
085480,741958,741958
086037,1735755,1735755
086042,1734322,1734322
086275,1735724,1735724
086363,1734993,1734993
086837,19029825,19029825
086937,19105762,19105762
086966,19021450,19021450
087316,1734473,1734473
087360,42609685,42609685
087457,1465754,1465754
087649,1466240,1466240
087675,35605943,35605943
088302,37355011,37355011
088495,37355128,37355128
088719,19037061,19037061
000031,19056877,19056877
000066,1237168,1237168
000085,19019853,19019853
000136,19049841,19049841
000142,19078494,19078494
000165,40033697,40033697
000190,42800891,42800891
000349,19077899,19077899
000384,40165762,40165762
000468,1362360,1362360
000532,19079214,19079214
000628,1354860,19106070
000704,1165456,1165456
000767,19049105,19049105
000838,19135928,19135928
000854,19073031,19073031
000990,42901930,42901930
001014,19095164,19095164
001049,19111620,19111620
001136,986515,986515
001177,950933,950933
001329,19123754,19098978
001364,19037064,19037064
001378,36026941,36026941
001438,19006186,19006186
001475,756018,46274158
001476,756018,19026844
001482,700299,19026718
001583,1130585,1130585
001601,42708444,42708444
001659,1140590,19011199
001773,1559685,1559685
001839,1386957,1386957
001882,1553652,1553652
001901,986261,986261
001915,916662,916662
002109,19089810,19027351
002132,1501700,19102133
002169,920458,19013971
002202,930747,930747
002275,43012226,43012226
002325,19018384,19018384
002380,1115008,1115008
002382,1156378,1156378
002406,40222032,40222032
002433,1036157,1036157
002475,42899780,42899780
002506,963747,963747
002608,19069088,19069088
002643,974163,974163
002664,19056571,19056588
002673,19012585,19012585
002724,985385,985385
002813,1778262,1778262
002827,1836430,1836430
002965,19024775,19024775
002991,916751,916751
002992,19036946,19036946
003010,42708719,42708719
003012,42708747,42708747
003015,905078,905078
003083,19059426,19059426
003262,1552382,1552382
003310,19128023,19128023
003423,1036886,1036886
003445,1757803,19132984
003527,19044890,19044890
003692,19092283,19037242
003887,703122,703122
003958,19029421,19054919
004046,19002077,19002077
004104,19077457,19077457
004130,19096133,19096133
004154,19093364,19093364
004158,19037706,19037706
004183,19058682,19058682
004287,40168593,40168593
004304,19079627,19079627
004345,19048026,19048026
004352,19050419,19050419
004401,42898712,42898712
004425,1168161,1168161
004453,1126748,1126748
004462,1127434,1127434
004463,19009705,19009705
004546,19005654,19005654
004573,19019080,19019080
004779,19022003,19022003
004850,1774932,1774932
004883,1552929,46274401
004975,1748975,19055721
005004,956630,956630
005024,19014158,19055724
005044,1790024,1790024
005066,1511646,46274952
005127,40163361,40163361
005136,19019238,19019238
005382,19072122,19055850
005666,19018407,19018407
005710,19093225,19071938
005995,19129400,19129400
006059,954688,954688
006199,19089602,19090420
006402,40051851,40051851
006492,40242573,40242573
006520,43011966,43011966
006565,19079272,19079272
006595,19075846,19075846
006642,40167757,40167757
006654,1542948,1542948
006685,1466108,1466108
006690,975504,975504
006776,1719012,1719012
006784,1518258,1518258
006816,970282,970282
006974,19032667,19032667
007021,19015812,19056619
007445,913782,19052614
007607,19009540,19082674
007676,952004,952004
007738,997881,19135875
007798,1311078,40175460
007858,19066561,19066561
007910,19100629,19100629
008115,19098769,19098769
008292,19099126,19099126
008293,19006951,19006951
008392,19027529,19027529
008472,19106607,19106607
008844,1309190,1309190
009005,1759847,1759847
009013,19079771,19079771
009124,19074880,19074880
009266,19022016,19022016
009319,1710447,1710447
009358,1710281,19082768
009388,19021794,19021794
009414,19006730,19006730
009422,19071094,19071094
009442,40163191,40163191
009565,42903976,42903976
009579,712615,19098695
009629,37497785,37497785
009935,19015633,19015633
010356,43526173,43526173
010614,43012555,43012555
011272,43012718,46274523
011291,45776484,35603903
011541,19031583,19124319
011633,37499714,37499714
012044,19057629,19057629
012054,19006694,19006694
012094,1560524,46274901
012366,1713905,1713905
012402,1394023,40220878
012557,43012352,43012352
012617,43014031,43014031
013021,19060369,19060369
013067,40073115,40073115
013319,43012364,43012364
013418,19003953,19003953
013429,40165636,46274180
013556,19078440,19078440
014196,46287307,46287307
014291,42900211,42900211
014572,43014035,46274607
015190,40173151,40173151
015259,42800040,42800040
015356,35605338,35605338
015550,45775080,45775080
016010,40133212,40133212
016041,40171671,40171671
016247,19057848,19057848
016827,40161857,40161857
017399,792929,792929
017431,1466064,1466063
017806,40167522,40167522
017808,35201068,35201068
017820,1201272,1201272
017983,1151789,37003184
018070,1361291,1361291
018380,702008,1145998
018633,739770,739770
018745,19078662,19078662
018974,19082376,19082376
019357,1302040,1302041
019954,1464972,1464973
020208,37354448,37354448
021225,950191,950191
021409,19019937,19019937
021410,35605363,35605363
021725,40171665,40171665
021905,35604073,35604073
022066,19074131,19074131
022214,19121873,19121873
023644,19021110,19021110
024143,42708439,42708439
026719,19123591,19123591
028136,40228203,40228203
030027,46221345,46221345
030280,1380129,1380129
030477,902133,902133
030735,1140648,1140648
030829,35603143,35603143
031417,42903330,42903330
031535,35605338,35605338
031780,40165181,40165181
033803,40227127,40227127
036192,19023669,19023669
036874,1305086,1305086
038451,19023368,19023368
040429,35605160,35605160
041477,40223970,40223970
041799,1707343,1707343
042087,932777,932777
042627,19065215,19065215
043116,906912,906912
043536,1103351,1103351
044688,1140743,1140743
044694,19133626,19133626
044800,40228971,40228971
045733,40238641,40238641
046403,743719,743719
047635,948080,948080
047862,19071274,19071274
048018,43560451,43560451
048241,951530,951530
048615,46234095,46234095
048908,46221595,46221595
048917,40223248,40223248
051163,44818286,44818286
051610,46275601,46275601
052192,42903074,42903074
052254,35605651,35605651
052766,19102487,19102487
052983,43011912,43011912
053011,790222,790222
053167,1396711,1396711
053762,19107392,19107392
057854,19103148,19103148
057876,40224642,40224642
058207,1121164,1121164
058287,40169210,40169210
059183,1517792,1517792
059561,40164990,40164990
059655,40226126,40226126
059740,42629599,42629599
059876,35604059,35604059
060187,46234446,46234446
060301,46275400,46275400
060403,40239547,40239547
060517,1128730,1128730
060618,706262,706262
061049,40237394,40237394
061199,1551924,1551924
061335,19112598,19112598
061936,19125076,19125076
062268,46275253,46275253
062332,45774528,45774528
062534,19125762,19125762
062640,19126594,19126594
062808,1332528,1332528
063396,1300785,1300785
063696,19132298,19132298
064042,19037063,19037063
064064,35605860,35605860
064394,19132599,19132599
064644,42629556,42629556
064869,19130334,19130334
065260,19126393,19126393
065333,19129732,19129732
065500,40165306,40165306
065537,40164058,40164058
065743,44818322,44818322
065949,40171008,40171008
066089,40223102,40223102
066093,40228212,40228212
066131,40174878,40174878
066328,40222578,40222578
066539,40224175,40224175
066541,40224166,40224166
067099,40237018,40237018
067100,40236883,40236883
067131,40237347,40237347
067370,40239447,40239447
067923,40240409,40240409
068048,46233799,46233799
068169,40244470,40244470
068190,40244268,40244268
068401,42708306,42708306
068451,42708116,42708116
068731,40239699,40239699
068911,42708965,42708965
068989,40229498,40229498
069299,42799201,42799201
070026,35606063,35606063
070094,42902069,42902069
070132,46287621,46287621
070133,46287625,46287625
070245,42902282,42902282
070394,43013121,43013121
070490,43011828,43011828
070499,43014020,43014020
070707,43526397,43526397
071199,19072176,19072176
071231,43532928,43532928
071381,1396256,1396256
071488,43560510,43560510
071607,1718775,1718775
071642,44507554,44507554
072192,44814509,44814509
072437,35603233,35603233
072533,45775674,45775674
072633,46234419,46234419
072866,1718697,1718697
073410,35603037,35603037
073451,19028349,19028349
073653,46221329,46221329
073968,44814309,44814309
074022,46276014,46276014
074293,46275879,46275879
075477,40174696,40174696
075752,40172099,40172099
075938,42629029,42629029
076091,40240859,40240859
076627,40221261,40221261
077296,19104169,19104169
077331,1593816,1593816
077448,1593904,1593904
077449,1593896,1593896
077606,793759,793759
078000,793477,793477
078063,792964,792964
078573,1559919,1559919
078625,747463,747463
078631,40069131,40069131
079277,1366755,1366755
079420,742160,742160
079658,1511430,1511430
079768,1396757,1396757
080045,37496761,37496761
080372,1201608,1201608
080506,37497991,37497991
080596,1300793,1300793
080829,1146790,1146790
081450,37002770,37002770
081476,37002855,37002855
081519,37498224,37498224
081714,37003219,37003219
081868,739612,739612
082195,1537553,1537553
082499,1537456,1537456
082700,701987,701987
082944,702657,702657
083086,779477,779477
083403,780131,780131
083425,780190,780190
083789,1525567,1525567
084098,1302238,1302238
084358,1301652,1301652
084684,1735878,1735878
084821,1201470,1201470
084945,747646,747646
084972,747632,747632
085561,42609108,42609108
085583,1465056,1465056
086107,747384,747384
086316,45776171,45776171
086374,1734894,1734894
086409,1735832,1735832
086541,42609223,42609223
086729,1466453,1466453
086751,1464814,1464814
086903,1465117,1465117
087178,1466026,1466026
087449,1465797,1465797
088026,1466105,1466105
088323,37354473,37354473
000038,1237180,1237180
000081,1237267,1237267
000099,19073060,19073060
000231,40165228,40165228
000247,35604340,35604340
000280,40174803,40174803
000397,19058101,19058101
000594,19003522,19003522
000672,19081224,19081224
000697,19095288,19055033
000742,42898216,42898216
000764,19076414,19076414
000820,19131015,19131015
000837,1300751,1300751
001137,919204,919204
001154,991876,19132938
001229,19059242,19059242
001410,959174,19135881
001483,1153013,19012193
001685,1037005,1037005
001859,1322081,19011906
001900,908523,908523
001957,19041085,19041085
001996,922976,922976
002043,19008526,19008526
002079,1367571,19055137
002261,40167893,40167893
002292,992590,992590
002311,19010129,19010129
002381,1115008,19012130
002405,19026674,19129647
002563,42900378,42900378
002571,19075089,19075089
002959,1707164,19132946
003054,1037018,1037018
003183,19078981,19078981
003458,965748,965748
003558,1385645,1385645
003760,19063387,19063387
003903,778322,778322
003935,19022533,19022533
003951,19097481,19097481
004016,722031,722031
004019,1373225,19126939
004090,19095703,19095703
004127,719057,719057
004153,19045601,19055564
004159,1517824,19082625
004220,40231903,40231903
004264,1135449,1135449
004278,1153666,1153666
004341,19050863,19055687
004349,19026526,19026526
004441,1197677,1197677
004515,1307863,1307863
004586,733301,733301
004671,1140640,1140640
004714,954853,954853
004716,19076527,19076527
004736,19002664,19002664
004818,1338512,1338512
004840,965874,965874
004875,19078868,19078868
004916,42903847,42903847
005028,40239871,40239871
005081,1338512,19112532
005165,19108496,19108496
005300,19033498,19033498
005476,42903834,42903834
005605,19056032,19056032
005687,43532053,43532053
005700,1306905,1306905
005707,1326901,19018284
005858,19133366,19133366
005982,1378509,19068925
006094,19061731,19061731
006121,19016099,19016099
006326,35605208,35605208
006425,19027357,19027357
006459,1195338,1195338
006657,19056503,19056503
006876,19135923,19135923
007049,19037038,46274312
007140,19137312,19100576
007299,739363,19052555
007431,1400498,1400498
007597,40233964,40233964
007648,42899454,42899454
007767,19008374,19008374
007904,909043,909043
008031,19101612,19101612
008163,19071936,19066605
008174,992612,992612
008250,976546,976546
008301,938362,19066521
008375,1309239,1309239
008815,42629350,42629350
008828,960820,960820
008960,43013180,46274583
009008,19095074,19095074
009036,19086781,19086781
009076,19086823,19086823
009168,1312706,1312706
009192,42899397,42899397
009224,42899571,42899571
009280,19057564,19057564
009303,902735,902735
009533,949279,19112992
009556,19066602,19066602
009570,1760655,1760655
009592,1319232,1319232
009594,19027527,19027527
009703,45776867,45776867
009723,19122135,19113037
009748,702006,43533114
009813,19121871,19121871
010084,42899008,42899008
010298,43013675,43013675
010353,43012400,43012400
010599,42898836,46274379
010603,42903832,42903832
010663,40241252,40241252
010782,42904198,42904198
010911,746760,746759
011030,19060797,19060797
011161,1363387,19122187
011282,19032614,46274571
011603,19079806,19079806
011689,36250083,36250083
012231,19090984,19090984
013022,42709295,42709295
013159,43531757,43531757
013258,40166461,40166461
013406,1355889,1355888
013413,19012598,19012598
013448,19066433,19066433
013917,40242675,40242675
014214,19072359,19072359
014475,1387426,1387426
014593,19117078,35605327
014927,43525888,43525888
015164,19057740,19057740
015338,19106100,46274917
015506,43012172,43012172
015726,19064491,19064491
015869,19070869,19070869
015898,19057788,19057788
015903,35604443,35604443
015929,46221435,46274991
016113,43012205,43012205
016173,19028471,19028471
016296,19102396,19102396
016607,35603143,35603143
016760,42708920,42708920
016847,35603624,35603624
017054,932197,932197
017608,19115193,19115193
018211,37498020,37498045
018288,40164523,40164523
018322,19073874,19073874
018431,1387104,1146563
018466,37002419,37002418
018469,42629323,42629323
018535,44818464,44818464
018687,36026868,36026868
018753,1537181,1537181
019198,1580747,37353312
019356,1302040,1302040
019556,746567,746568
019590,40161532,1465014
019610,747200,747200
019773,1734581,1734582
019793,1734920,1734919
019865,1735454,1735454
019944,37353519,37353520
021199,40235217,40235217
021509,19124940,19124940
021967,19074139,19074139
021999,19058199,19058199
022550,705109,705109
023165,40229321,40229321
023367,19007702,19007702
023372,19057565,19057565
023405,19022143,19022143
023471,19057100,19057100
023811,19008525,19008525
024458,19028480,19028480
024506,40231814,40231814
024535,1237184,1237184
025698,40171512,40171512
025721,19077220,19077220
026471,42708258,42708258
027036,1237262,1237262
027552,19058399,19058399
028030,40165842,40165842
028800,19105155,19105155
029159,713831,713831
030607,1717707,1717707
030755,979098,979098
033862,19078378,19078378
034676,1311445,1311445
037044,45774729,45774729
037230,19023339,19023339
040818,46275433,46275433
042629,1560026,1560026
042662,19079465,19079465
044141,19077575,19077575
044663,19105034,19105034
044918,19066976,19066976
044929,19066499,19066499
045006,40168024,40168024
045136,19009563,19009563
045261,40223821,40223821
045281,42902067,42902067
045773,919284,919284
047000,948818,948818
047874,1718083,1718083
048167,1351219,1351219
048507,40225794,40225794
048649,19075005,19075005
048701,40163909,40163909
048812,40230321,40230321
049812,722425,722425
050401,781127,781127
050444,19098164,19098164
051029,44818218,44818218
051493,742190,742190
051933,19107270,19107270
051985,798917,798917
052014,40182874,40182874
052086,1319194,1319194
052261,35605654,35605654
052979,43012097,43012097
053026,1131410,1131410
053331,19105672,19105672
053428,40162587,40162587
053695,19122210,19122210
053757,43012093,43012093
054687,1154380,1154380
057874,45892463,45892463
058378,1396679,1396679
058938,40224132,40224132
059080,42800266,42800266
059205,1133223,1133223
059216,919528,919528
059297,19073274,19073274
059696,40163504,40163504
059822,1378798,1378798
059894,19073214,19073214
060014,42707806,42707806
060087,40226034,40226034
060097,990050,990050
060371,1544872,1544872
060390,19123233,19123233
060476,40221382,40221382
060523,40225895,40225895
060556,40233276,40233276
060610,42903106,42903106
060638,1113731,1113731
060924,40161114,40161114
061006,1304793,1304793
061159,46276140,46276140
061460,1164611,1164611
061612,1465918,1465918
062271,40241553,40241553
062564,40233989,40233989
062682,42544063,42544063
063023,42901877,42901877
063235,19127567,19127567
063538,35606308,35606308
063590,40226381,40226381
063617,40221787,40221787
063664,35602747,35602747
063909,46275201,46275201
064147,19131669,19131669
064165,35603166,35603166
064277,19126712,19126712
064360,40168659,40168659
065021,42799570,42799570
065230,40161664,40161664
065512,40166211,40166211
065551,40166457,40166457
065641,40166936,40166936
065762,40171483,40171483
066536,40224128,40224128
066632,40223245,40223245
066942,40231800,40231800
067250,40237541,40237541
067381,40220928,40220928
067480,40239780,40239780
067684,40242518,40242518
067895,40175902,40175902
067908,35202003,35202003
067924,40237341,40237341
068251,1594090,1594090
068503,42708060,42708060
068516,42708088,42708088
068687,42799785,42799785
068694,19078925,19078925
069112,42799250,42799250
069667,19125284,19125284
070078,40182175,40182175
070511,40168050,40168050
070829,19129681,19129681
070888,43526877,43526877
070889,45775217,45775217
070960,40232057,40232057
071070,717165,717165
071216,1836449,1836449
071739,44507636,44507636
071810,44785537,44785537
071926,46287623,46287623
072182,46221270,46221270
072585,45776937,45776937
072729,46276140,46276140
073195,45892712,45892712
073350,46221295,46221295
074447,46275321,46275321
074512,46275470,46275470
074568,40173551,40173551
074808,35603286,35603286
075047,1510753,1510753
075331,40173852,40173852
075505,19104677,19104677
075718,40220827,40220827
076628,40221303,40221303
076959,35200521,35200521
077284,1594625,1594625
077524,1592611,1592611
077771,964250,964250
078034,793573,793573
078096,1366658,1366658
078098,1366668,1366668
078204,42543967,42543967
078218,42544076,42544076
079972,19057129,19057129
079980,1361646,1361646
080039,1361695,1361695
080206,792867,792867
080621,37498485,37498485
080704,37499659,37499659
080816,37499328,37499328
080947,1592229,1592229
081193,780271,780271
081596,780116,780116
082075,963796,963796
082114,36026846,36026846
082469,1301452,1301452
082789,702186,702186
083084,1759008,1759008
083129,779122,779122
083168,19057476,19057476
083371,780045,780045
083430,780188,780188
084104,1302203,1302203
084722,1201121,1201121
084833,746587,746587
084939,747640,747640
084971,747558,747558
085018,746506,746506
085225,747809,747809
085811,1301806,1301806
085854,42609763,42609763
085859,42609771,42609771
085944,1201523,1201523
086149,1466450,1466450
086365,37353341,37353341
086398,1465064,1465064
086493,1301806,1301806
086544,1735332,1735332
086904,1465113,1465113
087029,35200420,35200420
087182,1465718,1465718
087387,1466336,1466336
087849,19098164,19098164
087883,37353356,37353356
087936,37353595,37353595
088125,37353991,37353991
088256,37354232,37354232
088266,37355194,37355194
088496,37354849,37354849
000012,1326347,1326347
000034,40076133,40076133
000048,40147916,40147916
000084,1237053,1237053
000172,40096313,40096313
000510,19019078,19019078
000573,19133614,19133614
000694,1326901,19026559
000928,19060985,19060985
000981,42799430,42799430
001075,40241774,40241774
001097,1701928,1701928
001098,19045317,19045317
001122,19071991,19071991
001158,19025138,19025138
001174,924309,924309
001243,711452,19116573
001265,1548195,1548195
001407,734275,19132961
001481,704984,19135890
001608,1381686,1381686
001677,715233,715233
001698,766337,19113024
001806,19003109,19003109
002125,1517070,19106055
002308,19059131,19059131
002343,1308797,1308797
002451,19087317,46274509
002560,1741008,19098973
002614,44818484,44818484
002634,19006880,19006880
002653,40007839,40007839
002682,967169,967169
002716,985406,985406
002737,1796435,1796435
002768,990069,19036202
002798,915175,915175
002830,739719,739719
002849,1759455,1759455
003058,543291,19112823
003098,19095310,19095310
003134,19010360,19010360
003159,1636846,1636846
003177,1525762,1525762
003186,19078981,19078981
003191,962398,962398
003232,19082341,19082341
003359,40225967,40225967
003382,1123904,19052494
003479,19055982,19055307
003602,1353776,1353776
003650,742595,742595
003745,790255,790255
003748,790295,790295
003871,19055494,19055494
003884,703123,703123
003899,778299,778299
003911,1351115,1351115
003971,766530,766530
003995,700494,700494
004011,19019176,19019176
004017,722031,19055532
004035,19036545,19036545
004188,40223109,40223109
004190,40223114,40223114
004285,19133331,19133331
004311,40222006,40222006
004342,19102307,19102307
004370,713196,713196
004426,19055712,19055712
004579,19004295,19004295
004747,950370,950370
004770,40229227,40229227
004784,1517070,1517070
004787,1129625,1129625
004898,702993,702993
004931,46275916,46275916
005054,732893,732893
005055,992308,992308
005301,19047204,19047204
005313,19020124,19126900
005339,40129954,40129954
005421,1196677,1196677
005422,1196677,19055879
005452,19100773,19100773
005574,19028379,19028379
005621,19095266,19095266
005667,19071966,19071966
005950,40007231,40007231
006126,19061626,19061626
006363,35602786,35602786
006368,19056401,19056401
006447,19096054,19096054
006449,19082660,19082660
006505,19057433,19057433
006526,956653,37354659
006539,36249117,36249117
006588,1126557,19056476
006623,1501496,1501496
006778,1719046,1719046
006886,19050750,19050750
007448,1316262,1316262
007682,1747050,1747050
007685,19002458,19002458
007823,1525215,1525215
007842,998598,998598
007868,1389780,1389780
007884,19078380,19078380
007892,1551005,1551005
007940,19078465,19078465
007950,42903866,42903866
008004,1389888,1389888
008022,1344050,1344050
008120,19126059,19126059
008147,994095,994095
008266,42898625,42898625
008633,40065791,40065791
008690,42709326,42709326
008857,915829,915829
009001,19097026,19097026
009046,19075033,19075033
009095,19057561,19057561
009233,19076991,19076991
009308,902807,902807
009312,19135810,19135810
009368,40080969,40080969
009385,40236849,40236849
009392,1836452,1836452
009404,19082762,19082762
009425,40222612,40222612
009595,42899537,42899537
009747,42899536,42899536
010149,43532336,43532336
010330,43527211,43527211
010368,42629260,42629259
010463,43531822,43531822
010746,42899765,42899765
011640,40171076,40171076
011693,19080094,19080094
011996,42903844,42903844
012202,43013947,46274327
012545,19092377,1536886
012695,44785045,44785045
013555,40230721,40230721
013728,19077602,19077602
013970,43532032,46274786
014202,19076630,19076630
014447,42899129,42899129
014819,43013171,43013171
014873,43013884,46274508
014897,43014237,43014237
014973,19080738,19080738
015430,42898663,42898663
015470,42903814,42903814
016174,42900564,42900564
016182,40170458,40170458
016216,792681,792681
016524,40235220,40235220
016555,19057918,19057918
016900,19074277,19074277
016982,1593136,1593136
016985,1351120,1351120
017117,40222930,40222930
017523,43527224,43527224
